tale_id;num_episodes;num_sentences;num_clauses;num_words;avg_sentences/episode;avg_clauses/sentence;avg_words/clause;avg_episode_length;avg_sentence_length;avg_clause_length;avg_dep_distance_clause;avg_dep_distance_sentence;avg_dep_distance_episode;Average_Eventfulness;Average_I;CLI;Average_homotethy;D_h
13;1;83;738;5396;83.0;8.8915662651;7.3116531165;2698.0;65.0120481928;7.3116531165;0.27100271;2.4096385542;100.0;0.0240963855;0.0580635796;7.1794730238;33.067739793866664;-0.43453579462177844
14;15;88;863;5460;5.8666666667;9.8068181818;6.3267670915;341.25;62.0454545455;6.3267670915;0.1610660487;1.5795454545;8.6875;0.1818181818;0.2871900826;8.7712412587;7.3334173133333325;-0.5658849584510124
15;1;48;404;3032;48.0;8.4166666667;7.504950495;1516.0;63.1666666667;7.504950495;0.650990099;5.4791666667;131.5;0.0416666667;0.2282986111;8.4228571429;21.307205720566667;-0.44819482202748606
16;46;142;968;6618;3.0869565217;6.8169014085;6.8367768595;140.8085106383;46.6056338028;6.8367768595;0.5123966942;3.4929577465;10.5531914894;0.3309859155;1.1561198175;7.7893530239;5.5802115965666665;-0.7061754554384851
17;8;66;462;3196;8.25;7.0;6.9177489177;355.1111111111;48.4242424242;6.9177489177;4.038961039;28.2727272727;207.3333333333;0.1363636364;3.8553719008;7.3828310502;7.389249639233333;-0.551072353532862
18;1;40;298;2070;40.0;7.45;6.9463087248;1035.0;51.75;6.9463087248;1.177852349;8.775;175.5;0.05;0.43875;9.4599545455;18.132102908266667;-0.47056485925338015
19;1;127;746;4818;127.0;5.874015748;6.4584450402;2409.0;37.937007874;6.4584450402;0.6434316354;3.7795275591;240.0;0.0157480315;0.059520119;7.9355655207;46.44415359606666;-0.47874382710493774
20;5;68;420;2740;13.6;6.1764705882;6.5238095238;456.6666666667;40.2941176471;6.5238095238;0.9666666667;5.9705882353;67.6666666667;0.0882352941;0.526816609;5.4280174672;8.766760037333333;-0.5366939258607893
21;5;13;74;544;2.6;5.6923076923;7.3513513514;90.6666666667;41.8461538462;7.3513513514;4.8783783784;27.7692307692;60.1666666667;0.4615384615;12.8165680473;6.8524696356;5.2145530145666665;-0.7773952819835063
22;61;132;703;4124;2.1639344262;5.3257575758;5.86628734;66.5161290323;31.2424242424;5.86628734;1.2987197724;6.9166666667;14.7258064516;0.4696969697;3.2487373737;7.3225456688;4.451993114;-0.9003367170391302
23;1;23;208;1362;23.0;9.0434782609;6.5480769231;681.0;59.2173913043;6.5480769231;1.0576923077;9.5652173913;110.0;0.0869565217;0.831758034;8.7853020134;12.863851728;-0.47797031263175516
24;10;49;316;2096;4.9;6.4489795918;6.6329113924;190.5454545455;42.7755102041;6.6329113924;0.4303797468;2.7755102041;12.3636363636;0.2244897959;0.6230737193;8.5515325248;5.9939636614;-0.620447011571386
25;5;67;456;3432;13.4;6.8059701493;7.5263157895;572.0;51.223880597;7.5263157895;0.6798245614;4.6268656716;51.6666666667;0.0895522388;0.4143461796;9.0648210668;9.244095312933334;-0.5134876982694035
